source_protein_name	source_domain	source_uniprot	bp_protein_name	bp_uniprot	bp_domain	PDB
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5	6ckc
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5emj
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5emk
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5eml
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5emm
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	6ckc
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5emj
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5emk
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5eml
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5emm
Protein arginine N-methyltransferase 5	PRMT5	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	6ckc
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	4x60
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	4x61
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	4x63
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	5c9z
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	5emj
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	5emk
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	5eml
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	5emm
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	6ckc
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	6k1s
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Methylosome protein 50	q9bqa1	NA	6rll
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	NA	5emj
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	NA	5emk
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	NA	5eml
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	NA	5emm
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	NA	6ckc
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5	5emj
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5	5emk
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5	5eml
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5	5emm
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5	6ckc
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5emj
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5emk
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5eml
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	5emm
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_C	6ckc
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5emj
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5emk
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5eml
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	5emm
Protein arginine N-methyltransferase 5	PRMT5_C	o14744	Protein arginine N-methyltransferase 5	o14744	PRMT5_TIM	6ckc
Protein arginine N-methyltransferase 7	NA	q582g4	Protein arginine N-methyltransferase 7	q582g4	NA	4m36
Protein arginine N-methyltransferase 7	NA	q582g4	Protein arginine N-methyltransferase 7	q582g4	NA	4m37
Putative oxidoreductase GLYR1	NA	q49a26	Lysine-specific histone demethylase 1B	q8nb78	NA	4gut
Putative oxidoreductase GLYR1	NA	q49a26	Lysine-specific histone demethylase 1B	q8nb78	NA	4guu
Putative oxidoreductase GLYR1	NA	q49a26	Putative oxidoreductase GLYR1	q49a26	MmsB	2uyy
Putative oxidoreductase GLYR1	NA	q49a26	Putative oxidoreductase GLYR1	q49a26	NA	2uyy
Pygopus homolog 1	PHD_PYGO1	q9y3y4	B-cell CLL/lymphoma 9 protein	o00512	NA	2vp7
Pygopus homolog 1	PHD_PYGO1	q9y3y4	B-cell CLL/lymphoma 9 protein	o00512	NA	2vpb
Pygopus homolog 1	PHD_PYGO1	q9y3y4	B-cell CLL/lymphoma 9 protein	o00512	NA	2vpd
RHINO	CD_Rhino	q7jxa8	Protein deadlock	q9vif5	NA	5xyv
RHINO	CD_Rhino	q7jxa8	RHINO	q7jxa8	CSD	5xyv
RHINO	CD_Rhino	q7jxa8	RHINO	q7jxa8	NA	5xyv
RuvB-like helicase	TIP49	g0ryc2	Ino80		NA	6fhs
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryc2	NA	6fhs
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryc2	TIP49	6fhs
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryi5	NA	4ww4
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryi5	NA	6fhs
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryi5	TIP49	4wvy
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryi5	TIP49	4ww4
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryi5	TIP49	5fm6
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryi5	TIP49	5fm7
RuvB-like helicase	TIP49	g0ryc2	RuvB-like helicase	g0ryi5	TIP49	6fhs
RuvB-like helicase	TIP49	g0ryc2	les2	g0ry01	NA	6fhs
RuvB-like helicase	TIP49	g0ryc2	les2	g0ry01	PAPA-1	6fhs
RuvB-like helicase	TIP49	g0ryc2	les6	g0s590	NA	6fhs
Serine/threonine-protein kinase haspin	NA	q8tf76	(2R,3S,4R,5R,6R)-6-((1R,2R,3S,4R,6S)-4,6-DIAMINO-2,3-DIHYDROXYCYCLOHEXYLOXY)-5-AMINO-2-(AMINOMETHYL)-TETRAHYDRO-2H-PYRAN-3,4-DIOL		NA	5htb
Serine/threonine-protein kinase haspin	NA	q8tf76	ARC-3372 INHIBITOR		NA	5htc
Speckle-type POZ protein	MATH_SPOP	o43791	Bromodomain-containing protein 3	q15059	NA	6i41
Speckle-type POZ protein	MATH_SPOP	o43791	Bromodomain-containing protein 3	q15059	NA	6i5p
Speckle-type POZ protein	MATH_SPOP	o43791	Bromodomain-containing protein 3	q15059	NA	6i68
Speckle-type POZ protein	MATH_SPOP	o43791	Bromodomain-containing protein 3	q15059	NA	6i7a
Speckle-type POZ protein	MATH_SPOP	o43791	CiSBC2		NA	3ivq
Speckle-type POZ protein	MATH_SPOP	o43791	Cullin-3	q13618	Cullin	4eoz
Speckle-type POZ protein	MATH_SPOP	o43791	Pancreas/duodenum homeobox protein 1	p52945	NA	6f8f
Speckle-type POZ protein	MATH_SPOP	o43791	Pancreas/duodenum homeobox protein 1	p70118	NA	6f8g
Speckle-type POZ protein	MATH_SPOP	o43791	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	p60484	NA	4o1v
Speckle-type POZ protein	MATH_SPOP	o43791	PucSBC1		NA	3hqi
Speckle-type POZ protein	MATH_SPOP	o43791	PucSBC1		NA	3ivv
Speckle-type POZ protein	MATH_SPOP	o43791	Puckered		NA	3hu6
Speckle-type POZ protein	MATH_SPOP	o43791	Puckered	q9vhv8	NA	3hql
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	BACK_SPOP	4j8z
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	BTB_POZ_SPOP-like	3hqi
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	BTB_POZ_SPOP-like	3hu6
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	BTB_POZ_SPOP-like	4eoz
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	BTB_POZ_SPOP-like	4j8z
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	MATH_SPOP	3hqi
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	MATH_SPOP	3hu6
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	MATH_SPOP	6f8g
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	MATH_SPOP	6i7a
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	NA	3hqi
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	NA	3htm
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	NA	3hu6
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	NA	4eoz
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	NA	4hs2
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	NA	4j8z
Speckle-type POZ protein	MATH_SPOP	o43791	Speckle-type POZ protein	o43791	NA	6f8g
Speckle-type POZ protein	MATH_SPOP	o43791	Transcriptional activator cubitus interruptus	p19538	NA	3hqm
Spindlin-1	NA	q9y657	Spindlin-1	q9y657	NA	2ns2
Spindlin-1	NA	q9y657	Spindlin-1	q9y657	Spin-Ssty	2ns2
Spindlin-1	Spin-Ssty	q9y657	Spindlin-1	q9y657	NA	2ns2
Spindlin-1	Spin-Ssty	q9y657	Spindlin-1	q9y657	Spin-Ssty	2ns2
TP53-binding protein 1	NA	q12888	Cellular tumor antigen p53	p04637	NA	2mwo
TP53-binding protein 1	NA	q12888	Cellular tumor antigen p53	p04637	NA	2mwp
TP53-binding protein 1	NA	q12888	Cellular tumor antigen p53	p04637	NA	4x34
TP53-binding protein 1	NA	q12888	Cellular tumor antigen p53	p04637	P53	1gzh
TP53-binding protein 1	NA	q12888	Cellular tumor antigen p53	p04637	P53	1kzy
TP53-binding protein 1	NA	q12888	Cellular tumor antigen p53	p04637	P53	5ecg
TP53-binding protein 1	NA	q12888	DIMETHYLATED p53 LYSINE 372 PEPTIDE		NA	3lh0
TP53-binding protein 1	NA	q12888	DIMETHYLATED p53 LYSINE 382 PEPTIDE		NA	3lgl
TP53-binding protein 1	NA	q12888	DIMETHYLATED p53 Lysine 370 PEPTIDE		NA	3lgf
TP53-binding protein 1	NA	q12888	DNA topoisomerase 2-binding protein 1	q92547	NA	6rml
TP53-binding protein 1	NA	q12888	DNA topoisomerase 2-binding protein 1	q92547	NA	6rmm
TP53-binding protein 1	NA	q12888	Importin subunit alpha-1	p52293	NA	6iu7
TP53-binding protein 1	NA	q12888	Importin subunit alpha-1	p52293	NA	6iua
TP53-binding protein 1	NA	q12888	Retinoblastoma-associated protein	p06400	NA	4cri
TP53-binding protein 1	NA	q12888	SEP-GLN-GLU-TYR		NA	5ecg
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	53-BP1_Tudor	4cri
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	BRCT_p53bp1_rpt1	1kzy
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	NA	1kzy
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	NA	3lgf
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	NA	3lh0
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	NA	4rg2
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	NA	6mxx
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	NA	6mxy
TP53-binding protein 1	NA	q12888	TP53-binding protein 1	q12888	NA	6mxz
TP53-binding protein 1	NA	q12888	Tudor-interacting repair regulator protein	q9brj7	NA	5zcj
TP53-binding protein 1	NA	q12888	Tudor-interacting repair regulator protein	q9brj7	NA	6co1
TP53-binding protein 1	NA	q12888	U8 snoRNA-decapping enzyme	q96de0	NA	6co2
TP53-binding protein 1	NA	q12888	Ubiquitin-60S ribosomal protein L40	p62987	NA	5j26
Testis-specific chromodomain protein Y 1	NA	q9y6f8	Testis-specific chromodomain protein Y 1	q9y6f8	NA	2fbm
Testis-specific chromodomain protein Y 1	NA	q9y6f8	Testis-specific chromodomain protein Y 1	q9y6f8	crotonase-like	2fbm
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Histone chaperone ASF1A	q9y294	ASF1_hist_chap	3aad
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	TATA-box-binding protein	p20226	PLN00062	6mzd
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	TATA-box-binding protein	p20226	PLN00062	6mzl
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 11	q15544	TAFII28	6mzd
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 11	q15544	TAFII28	6mzl
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 2	q6p1x5	M1_like_TAF2	5fur
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 2	q6p1x5	M1_like_TAF2	6mzl
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 2	q6p1x5	M1_like_TAF2	6mzm
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 2	q6p1x5	NA	5fur
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 2	q6p1x5	NA	6mzm
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	NA	4rgw
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	NA	5fur
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	NA	6mzl
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	NA	6mzm
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	TAFII55_N	4rgw
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	TAFII55_N	5fur
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	TAFII55_N	6mzl
Transcription initiation factor TFIID subunit 1	Bromo_TFIID	p21675	Transcription initiation factor TFIID subunit 7	q15545	TAFII55_N	6mzm
Transcription initiation factor TFIID subunit 14	YEATS_Taf14_like	p35189	DNA-directed RNA polymerase II subunit RPB1	p04050	RNAP_II_Rpb1_C	5sva
Transcription initiation factor TFIID subunit 14	YEATS_Taf14_like	p35189	DNA-directed RNA polymerase II subunit RPB2	p08518	NA	5sva
Transcription initiation factor TFIID subunit 14	YEATS_Taf14_like	p35189	DNA-directed RNA polymerase II subunit RPB9	p27999	RPB9	5sva
Transcription initiation factor TFIID subunit 14	YEATS_Taf14_like	p35189	Transcription initiation factor IIF subunit alpha	p41895	NA	5sva
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 10	q12962	TAF10	6mzd
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 10	q12962	TAF10	6mzl
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 4	o00268	TAF4	6mzd
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 4	o00268	TAF4	6mzl
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	NA	6mzd
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	NA	6mzl
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	WD40	6mzd
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	WD40	6mzl
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 6	p49848	NA	6mzd
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 6	p49848	NA	6mzl
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 9	q16594	TFIID-31kDa	6mzd
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	Transcription initiation factor TFIID subunit 9	q16594	TFIID-31kDa	6mzl
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	poly(UNK)		NA	6mzd
Transcription initiation factor TFIID subunit 3	NA	q5vwg9	poly(UNK)		NA	6mzl
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 10	q12962	TAF10	6mzd
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 10	q12962	TAF10	6mzl
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 4	o00268	TAF4	6mzd
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 4	o00268	TAF4	6mzl
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	NA	6mzd
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	NA	6mzl
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	WD40	6mzd
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 5	q15542	WD40	6mzl
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 6	p49848	NA	6mzd
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 6	p49848	NA	6mzl
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 9	q16594	TFIID-31kDa	6mzd
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	Transcription initiation factor TFIID subunit 9	q16594	TFIID-31kDa	6mzl
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	poly(UNK)		NA	6mzd
Transcription initiation factor TFIID subunit 3	PHD_TAF3	q5vwg9	poly(UNK)		NA	6mzl
Transcription intermediary factor 1-alpha	Bromo_tif1_like	o15164	Transcription intermediary factor 1-alpha	o15164	Bromo_tif1_like	2yyn
Transcription intermediary factor 1-alpha	Bromo_tif1_like	o15164	Transcription intermediary factor 1-alpha	o15164	NA	2yyn
Transcription intermediary factor 1-alpha	NA	o15164	Transcription intermediary factor 1-alpha	o15164	Bromo_tif1_like	2yyn
Transcription intermediary factor 1-alpha	NA	o15164	Transcription intermediary factor 1-alpha	o15164	NA	2yyn
Transcriptional regulator ATRX	ADDz_ATRX	p46100	Bromodomain-containing protein 4	o60885	Bromo_Brdt_I_like	6g0o
Transcriptional regulator ATRX	ADDz_ATRX	p46100	Death domain-associated protein 6	q9uer7	NA	5grq
Transcriptional regulator ATRX	ADDz_ATRX	p46100	Death domain-associated protein 6	q9uer7	NA	5y18
Transportin-1	NA	q92973	60S ribosomal protein L4-like protein	g0sfc3	NA	5tqc
Transportin-1	NA	q92973	GTP-binding nuclear protein Ran	p62826	PTZ00132	1qbk
Transportin-1	NA	q92973	Heterogeneous nuclear ribonucleoprotein A1	p09651	HnRNPA1	2h4m
Transportin-1	NA	q92973	Heterogeneous nuclear ribonucleoprotein M	p52272	HnRNP_M	2ot8
Transportin-1	NA	q92973	Nuclear RNA export factor 1	q9ubu9	NA	2z5k
Transportin-1	NA	q92973	Nuclear polyadenylated RNA-binding protein NAB2	p32505	NA	4jlq
Transportin-1	NA	q92973	RNA-binding protein 39	q14498	NA	4oo6
Transportin-1	NA	q92973	RNA-binding protein FUS	p35637	NA	4fdd
Transportin-1	NA	q92973	RNA-binding protein FUS	p35637	NA	4fq3
Transportin-1	NA	q92973	RNA-binding protein FUS	p35637	NA	5yvg
Transportin-1	NA	q92973	RNA-binding protein FUS	p35637	NA	5yvh
Transportin-1	NA	q92973	RNA-binding protein FUS	p35637	NA	5yvi
Transportin-1	NA	q92973	Transportin-1	q92973	NA	2h4m
Ubiquitin	NA	j3qs39	Deubiquitinase and deneddylase Dub2	b0b999	NA	6oam
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S RIBOSOMAL PROTEIN		NA	4ug0
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	4v6x
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	5aj0
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	5lks
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	5t2c
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6ek0
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6fec
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6ip5
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6ip6
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6ip8
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6ole
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6olf
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6olg
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6oli
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6olz
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6om0
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6om7
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6qzp
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6y0g
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	NA	6y57
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	Ribosomal_L7Ae	5a2q
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	Ribosomal_L7Ae	5flx
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	Ribosomal_L7Ae	6g18
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	Ribosomal_L7Ae	6g51
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	Ribosomal_L7Ae	6g53
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	Ribosomal_L7Ae	6g5h
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S12	p25398	Ribosomal_L7Ae	6g5i
Ubiquitin-40S ribosomal protein S27a	NA	p62979	40S ribosomal protein S29	p62273	NA	6fec
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Bystin	q13895	Bystin	6g18
Ubiquitin-40S ribosomal protein S27a	NA	p62979	DNA polymerase iota	q9una4	NA	2ktf
Ubiquitin-40S ribosomal protein S27a	NA	p62979	DNA polymerase iota	q9una4	NA	2l0f
Ubiquitin-40S ribosomal protein S27a	NA	p62979	E3 ubiquitin-protein ligase RNF168	q8iyw5	NA	5ydk
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Elongation factor 2	p13639	NA	4v6x
Ubiquitin-40S ribosomal protein S27a	NA	p62979	MavC	q5ztl4	NA	6kfp
Ubiquitin-40S ribosomal protein S27a	NA	p62979	MavC	q5ztl4	NA	6kg6
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Plasminogen activator inhibitor 1 RNA-binding protein	q8nc51	NA	4v6x
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Pre-rRNA-processing protein TSR1 homolog	q2nl82	NA	6g18
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Pre-rRNA-processing protein TSR1 homolog	q2nl82	RIBIOP_C	6g18
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Pre-rRNA-processing protein TSR1 homolog	q2nl82	RIBIOP_C	6g51
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Pre-rRNA-processing protein TSR1 homolog	q2nl82	RIBIOP_C	6g53
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Proliferating cell nuclear antigen	p12004	pcna	3tbl
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Protein LTV1 homolog	q96ga3	LTV	6g18
Ubiquitin-40S ribosomal protein S27a	NA	p62979	RNA-directed RNA polymerase L	q6tqr6	NA	3phw
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Signal transducing adapter molecule 2	o75886	VHS_STAM2	2l0t
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Ubiquitin carboxyl-terminal hydrolase 2	o75604	UCH	3nhe
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Ubiquitin-40S ribosomal protein S27a	p62979	Ubl_ubiquitin	2xk5
Ubiquitin-40S ribosomal protein S27a	NA	p62979	Ubiquitin-40S ribosomal protein S27a	p62979	Ubl_ubiquitin	3nob
